age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,salary
45,4,13,0,5,0,0,0,55,0,1
41,0,14,2,4,3,0,1,35,24,1
26,0,9,2,2,4,0,1,30,0,1
54,4,10,0,9,2,0,1,40,0,1
24,0,10,2,7,1,4,0,45,0,1
42,0,10,0,5,2,0,1,50,0,1
20,0,10,2,5,1,0,1,20,0,1
23,5,13,2,0,3,0,0,20,0,1
35,0,14,2,5,3,0,1,60,0,0
31,0,14,0,0,2,0,1,40,0,0
30,0,13,2,5,1,0,0,40,17,1
19,0,9,2,3,1,0,0,20,0,1
36,4,13,2,5,3,0,1,50,0,1
31,0,13,4,3,5,0,0,40,12,1
21,0,10,2,6,1,0,1,30,0,1
31,1,10,0,1,2,0,1,40,0,1
46,0,16,1,5,5,0,0,65,0,0
44,0,13,1,4,1,0,0,50,0,0
40,0,8,0,2,2,4,1,40,18,1
45,0,10,2,3,3,4,1,40,0,1
60,0,9,0,1,2,0,1,35,0,1
18,0,7,2,2,4,0,1,25,0,1
28,0,13,0,5,2,0,1,40,0,1
36,0,10,1,8,5,4,0,40,0,1
40,0,11,0,0,2,0,1,40,0,1
36,4,13,1,8,5,0,0,35,14,1
31,0,9,3,2,5,4,0,40,0,1
33,0,9,0,7,2,0,1,40,0,1
19,5,9,2,0,1,0,0,40,0,1
22,0,10,2,3,1,0,0,15,0,1
34,0,13,0,4,2,0,1,45,0,0
33,0,9,2,2,3,0,1,40,0,1
41,0,9,0,1,2,0,1,60,0,1
29,0,13,2,5,3,0,1,40,0,1
50,4,9,0,4,2,0,1,42,0,0
42,0,13,0,4,2,0,1,45,0,0
44,0,9,0,3,0,0,0,40,0,1
20,0,10,2,2,3,0,0,20,0,1
31,0,9,0,2,2,0,1,40,20,1
23,0,10,2,2,3,0,0,24,0,1
55,0,10,1,8,3,1,0,40,0,1
26,0,11,0,8,2,0,1,45,0,1
25,0,11,2,2,1,0,0,15,0,1
35,0,10,0,1,2,0,1,40,0,1
36,0,10,2,3,3,4,0,36,0,1
43,5,13,0,5,2,0,1,50,0,1
56,0,9,4,2,5,4,0,20,0,1
42,0,13,0,0,2,0,1,40,0,0
19,0,10,2,2,4,0,0,25,0,1
55,1,9,0,10,2,0,1,72,0,1
42,0,14,2,4,3,0,0,50,0,0
26,0,11,2,0,1,0,1,40,0,1
17,0,8,2,6,1,0,1,20,0,1
42,4,13,0,5,0,0,0,40,0,0
55,0,9,0,10,2,0,1,40,0,0
32,0,10,2,8,1,4,0,40,0,1
29,0,7,2,1,1,4,1,40,28,1
46,5,13,0,5,2,0,1,37,0,1
29,5,13,0,4,2,0,1,40,0,0
22,0,13,2,5,5,0,1,20,0,1
58,1,6,0,1,2,0,1,40,0,1
23,0,9,2,10,5,0,1,50,0,1
39,0,9,2,6,3,0,1,40,0,1
27,0,11,2,1,1,0,1,38,0,1
54,0,9,0,10,2,0,1,40,0,0
33,4,13,2,5,3,0,0,45,0,1
46,3,9,0,8,0,0,0,40,0,0
37,0,9,2,9,3,4,1,40,0,1
36,0,9,2,2,3,0,0,18,0,1
59,4,9,0,8,0,0,0,38,0,0
34,4,9,1,12,5,0,1,40,21,1
53,2,16,0,4,2,0,1,70,0,0
51,0,13,2,3,3,0,1,55,0,0
32,0,6,3,2,5,0,0,42,0,1
31,5,10,5,2,4,0,1,40,0,1
22,0,10,0,3,0,0,0,30,5,1
47,1,13,1,3,3,0,0,50,0,1
32,0,9,2,7,3,0,1,40,0,1
26,0,10,2,9,3,0,0,38,0,1
37,0,3,3,9,3,0,1,32,31,1
31,0,9,1,1,5,0,1,55,0,1
37,0,11,0,0,0,0,0,24,0,0
55,0,9,2,3,3,0,1,38,0,1
23,4,11,1,0,3,0,1,56,0,1
36,0,10,1,8,5,0,0,40,0,1
43,0,13,0,3,2,0,1,50,0,0
54,0,10,2,0,3,0,1,40,0,1
28,0,11,2,7,3,0,0,42,0,1
40,0,11,0,4,2,0,1,50,0,0
41,1,10,0,4,2,0,1,60,0,1
40,0,13,2,3,3,3,0,55,0,0
42,0,10,1,8,3,4,0,38,0,1
61,1,9,0,9,2,0,1,50,0,1
18,0,8,2,7,1,0,1,30,0,1
48,0,11,0,0,2,0,1,50,0,0
41,2,13,0,0,2,0,1,40,0,1
23,0,9,2,3,3,0,0,40,0,1
60,0,9,0,10,2,0,1,60,0,0
22,0,10,2,2,4,4,1,20,0,1
61,0,9,0,7,2,0,1,40,0,1
25,0,9,2,7,3,4,1,40,0,1
46,0,14,2,0,3,0,1,35,0,0
43,0,13,0,4,2,0,1,40,2,0
43,0,12,1,1,3,0,1,40,0,1
24,0,9,2,2,1,4,1,30,0,1
68,1,7,2,9,5,0,1,20,0,1
31,0,9,1,8,5,0,0,38,0,1
17,0,7,2,3,1,0,0,20,0,1
32,0,9,0,1,2,0,1,48,0,0
33,0,13,0,5,2,0,1,47,0,0
64,0,13,0,5,2,0,1,40,0,0
20,0,9,2,10,1,0,1,30,0,1
30,0,9,3,2,1,0,0,36,0,1
43,0,10,1,4,3,0,1,45,0,1
22,0,10,2,8,1,0,1,40,0,1
17,0,6,2,9,1,0,1,20,0,1
47,1,9,0,2,0,0,0,75,16,1
41,0,11,2,5,3,0,0,60,0,1
56,0,10,0,1,2,0,1,50,0,0
64,0,9,0,10,2,0,1,45,0,1
47,0,9,0,10,2,0,1,50,0,0
48,0,11,2,8,5,0,1,40,0,1
31,0,14,2,5,3,0,0,46,0,1
29,0,11,2,0,1,0,1,40,0,1
30,0,9,4,8,3,0,0,40,0,1
32,0,9,0,4,2,0,1,60,0,1
57,0,9,4,10,5,0,1,42,0,0
62,0,9,4,2,3,0,0,40,0,1
39,0,9,3,7,5,0,0,24,0,1
43,0,10,2,8,3,0,1,25,0,1
24,2,13,2,3,1,0,1,40,0,1
53,0,10,0,8,0,0,0,40,0,0
26,0,10,2,6,1,0,1,40,0,1
73,1,9,0,4,2,0,1,40,0,1
55,0,9,0,7,2,0,1,40,0,1
25,0,9,1,8,3,0,1,40,0,1
41,0,13,1,5,3,0,0,50,0,0
24,0,13,2,4,3,0,1,50,0,1
63,0,9,4,9,3,0,1,6,0,1
17,0,7,2,3,1,0,1,20,0,1
35,0,10,0,1,2,0,1,50,0,1
51,0,10,0,5,2,0,1,40,0,0
62,4,13,4,5,3,0,0,48,0,1
55,0,9,0,1,2,0,1,40,0,0
43,0,10,1,5,3,0,1,40,0,1
40,4,9,1,2,3,0,0,50,0,1
37,0,13,0,4,2,0,1,45,0,0
39,0,13,0,1,2,0,1,40,0,1
31,0,9,2,1,1,0,1,18,0,1
61,0,14,4,5,3,0,0,40,0,0
26,0,11,1,8,3,0,0,55,0,1
46,1,9,0,3,2,0,1,50,0,1
26,0,13,2,5,3,0,0,40,0,1
48,5,16,1,5,1,0,1,50,0,0
34,0,9,2,10,1,0,1,40,0,1
34,4,9,2,8,1,0,0,40,0,1
59,0,9,0,2,2,0,1,40,0,0
34,0,13,2,5,1,0,0,40,0,1
49,0,13,2,4,3,0,0,56,0,0
18,0,7,2,8,1,0,0,20,0,1
43,0,9,0,9,2,0,1,40,20,1
48,0,7,0,4,2,0,1,50,0,1
28,2,10,0,4,2,0,1,70,0,1
33,0,9,0,7,2,0,1,40,0,1
24,0,10,2,3,3,0,0,15,0,1
21,0,6,2,6,3,0,1,40,0,1
17,0,7,2,3,1,0,1,28,0,1
39,0,10,0,9,2,0,1,50,0,0
29,1,13,3,5,1,0,1,40,0,1
44,0,13,0,4,2,0,1,40,0,0
24,0,10,2,10,1,0,1,50,0,1
71,1,14,0,3,2,0,1,40,0,0
51,1,13,0,3,2,1,1,40,11,0
55,0,3,1,2,5,4,1,25,0,1
41,0,13,0,4,2,0,1,60,0,0
23,0,9,2,6,5,4,0,7,0,1
38,0,11,1,8,5,0,0,40,0,1
39,0,9,0,10,2,0,1,40,0,0
19,0,9,2,8,3,0,0,30,0,1
49,0,5,1,7,3,0,0,40,0,1
32,0,13,0,8,4,0,1,40,15,0
27,0,9,0,1,2,0,1,70,0,1
38,0,13,0,3,2,0,1,50,0,0
33,0,10,0,1,0,0,0,60,0,1
23,0,13,2,4,1,0,1,28,0,1
54,1,9,0,3,2,4,1,40,0,1
29,0,11,1,0,3,0,0,45,0,1
35,1,13,2,4,3,0,1,40,0,1
28,0,11,0,8,0,1,0,40,7,1
37,0,13,0,5,2,0,1,50,0,0
42,1,15,0,9,2,0,1,65,0,0
40,0,14,0,5,2,0,1,40,0,1
47,0,10,1,3,1,0,1,55,0,1
22,0,13,2,4,1,0,0,50,0,1
30,0,13,0,4,2,0,1,45,0,0
28,0,9,0,0,2,0,1,40,0,1
63,4,4,0,2,2,0,1,55,0,1
51,1,5,0,1,2,0,1,20,0,1
22,0,9,2,6,1,0,0,40,0,1
35,0,9,2,3,3,0,1,45,0,1
46,0,9,1,7,3,0,0,38,0,1
37,0,10,1,7,3,0,1,52,0,1
24,0,13,2,5,1,4,1,15,0,1
37,1,9,1,6,1,0,1,10,0,1
53,0,10,0,0,2,0,1,40,0,1
27,0,9,2,3,3,0,1,30,0,1
38,0,10,1,1,3,0,1,44,0,1
53,1,6,0,9,2,0,1,60,0,1
34,0,10,2,1,3,0,1,40,0,1
23,0,9,2,3,1,4,1,40,0,1
39,0,13,0,4,2,0,1,45,0,0
43,0,14,0,5,0,1,0,50,10,1
67,2,9,0,4,2,1,1,40,0,0
81,1,9,0,4,2,0,1,30,0,1
21,0,10,2,2,1,0,1,20,0,1
23,0,10,2,3,3,0,1,25,0,1
25,0,10,2,10,5,0,1,40,0,1
42,0,3,0,7,0,0,0,38,20,1
38,0,10,0,8,0,4,0,40,0,1
32,0,9,0,7,2,0,1,40,0,1
37,0,9,0,7,2,0,1,40,0,1
51,0,14,0,4,2,0,1,60,0,0
22,0,10,2,3,3,0,0,42,0,1
33,0,2,5,11,3,0,0,40,31,1
42,0,9,1,7,3,0,1,55,0,1
51,4,1,0,2,2,0,1,40,0,1
23,0,9,0,8,0,0,0,40,20,1
37,0,7,0,7,2,0,1,44,0,0
37,0,9,0,1,2,0,1,99,0,0
47,0,14,2,5,3,0,0,25,0,1
41,0,15,0,5,2,0,1,40,0,0
33,0,9,0,1,2,0,1,30,0,1
31,0,13,2,3,3,0,1,40,0,0
31,0,12,1,2,5,2,0,40,0,1
35,0,9,0,7,2,4,1,40,0,1
38,2,9,0,4,2,0,1,40,0,0
18,0,9,2,2,3,0,0,45,0,1
20,0,9,0,7,2,0,1,40,0,1
54,4,10,1,4,5,4,0,35,0,1
40,0,10,1,8,5,0,0,40,0,1
36,2,13,0,4,0,0,0,45,0,0
43,0,10,1,1,5,0,1,35,0,1
44,1,10,1,9,5,0,1,40,0,1
44,5,9,0,5,0,0,0,40,0,0
43,0,14,0,4,2,0,1,43,0,0
51,0,4,4,2,5,4,0,40,0,1
18,0,9,2,2,1,0,0,20,0,1
51,0,10,0,4,2,0,1,40,0,1
44,2,10,0,3,2,0,1,70,0,0
33,4,6,1,10,3,0,1,40,0,1
33,1,13,0,4,2,0,1,40,0,0
42,0,12,0,4,2,0,1,40,0,0
25,0,10,0,5,2,0,1,45,0,1
32,0,9,1,7,3,0,0,38,0,1
32,0,13,0,1,2,0,1,70,20,1
36,0,6,1,4,5,0,0,40,0,1
28,0,9,0,10,2,0,1,40,0,1
20,0,9,2,2,1,0,0,20,0,1
35,2,10,0,3,2,0,1,60,0,0
55,1,9,0,1,2,0,1,20,0,1
48,0,13,0,4,2,1,1,40,7,0
34,0,9,0,1,2,0,1,35,0,0
28,0,13,2,0,3,0,0,35,0,1
67,0,13,4,4,3,0,1,40,0,0
37,0,9,0,1,2,0,1,40,0,1
44,0,9,2,10,5,0,1,70,0,1
25,0,10,2,3,3,0,0,40,0,1
21,0,10,2,4,3,0,0,40,0,1
40,5,14,0,5,2,0,1,35,0,0
78,0,9,4,2,3,4,0,40,0,1
34,0,9,1,6,1,0,1,40,0,1
49,0,9,2,8,3,0,0,44,0,1
22,0,12,2,8,3,0,0,40,0,1
60,1,9,2,9,5,0,1,42,0,1
45,4,9,4,12,3,0,1,40,0,0
63,0,11,1,2,3,0,0,20,0,1
41,0,9,2,1,1,4,0,35,0,1
47,0,9,1,8,5,0,0,40,0,1
44,0,9,1,1,5,0,1,40,0,1
51,0,10,4,5,3,0,0,40,0,1
46,0,13,2,3,3,0,1,40,0,1
41,0,11,0,7,2,0,1,40,0,1
50,1,9,0,1,2,0,1,30,0,1
47,0,9,0,8,2,0,1,50,0,0
35,0,9,2,4,3,0,1,45,0,1
56,0,9,0,4,2,0,1,55,0,0
45,0,14,1,5,3,0,1,45,0,1
48,3,13,1,4,5,0,1,58,0,0
40,0,10,0,7,2,0,1,40,0,1
39,2,13,0,4,2,0,1,50,0,0
20,0,10,2,2,1,0,1,40,0,1
50,0,16,0,5,2,0,1,65,0,0
38,5,9,0,5,0,0,0,40,0,0
23,4,13,2,5,1,0,0,60,0,1
31,0,9,2,2,1,0,1,16,0,1
58,0,13,0,8,2,0,1,40,0,1
66,0,9,3,7,3,4,1,40,0,1
39,2,9,0,4,2,0,1,40,0,0
54,1,9,0,1,2,0,1,52,0,0
26,0,10,0,3,2,0,1,50,5,1
51,0,9,1,7,3,0,0,40,0,1
34,0,11,2,10,1,0,1,40,0,1
50,0,9,0,7,2,0,1,40,0,0
42,0,10,0,5,2,0,1,44,0,0
38,0,14,0,5,2,0,1,25,0,1
48,0,4,0,6,2,0,1,40,0,1
33,0,11,0,0,0,0,0,40,0,0
51,0,9,4,2,5,0,0,32,0,1
22,0,9,1,1,3,0,1,40,0,1
41,0,10,2,1,3,0,1,50,8,1
48,4,14,0,5,2,0,1,35,0,0
42,0,9,3,3,3,0,0,30,0,1
34,0,10,0,2,2,0,1,40,0,1
23,0,9,2,7,5,4,0,40,0,1
56,0,9,0,2,2,0,1,50,35,1
45,0,9,0,4,2,0,1,55,0,0
48,0,6,0,8,0,0,0,40,0,1
48,2,14,5,3,3,1,1,50,7,1
31,0,11,2,8,3,0,0,40,0,1
20,5,12,2,2,1,0,1,20,0,1
27,0,10,2,3,3,0,1,40,0,1
32,0,9,2,2,3,4,0,40,0,1
37,0,9,2,2,3,0,1,75,0,1
34,0,9,1,11,5,4,0,30,0,1
90,0,9,2,2,3,0,0,40,0,1
23,0,10,2,7,1,4,0,40,0,1
43,0,10,1,8,3,0,0,40,0,1
44,0,13,0,4,2,0,1,60,0,0
24,0,10,2,0,3,0,0,37,0,1
28,0,15,1,5,5,0,1,55,0,1
23,0,10,0,2,2,0,1,40,0,1
20,0,10,2,3,3,0,0,50,0,1
36,0,13,0,5,2,0,1,50,0,0
61,0,9,0,7,2,0,1,40,0,1
53,1,13,0,3,2,0,1,40,4,0
30,0,13,0,8,2,0,1,40,0,0
52,1,10,0,3,2,0,1,55,0,0
38,0,10,1,1,3,0,1,40,13,1
32,0,13,0,3,2,0,1,40,0,1
30,1,8,0,10,2,0,1,75,0,1
41,0,11,1,1,3,0,0,40,0,1
49,4,14,0,5,2,0,1,40,0,0
45,0,9,0,1,2,0,1,47,0,0
43,1,9,0,4,2,0,1,35,0,1
61,0,9,0,7,2,0,1,40,0,1
54,0,9,0,2,2,0,1,32,20,1
34,0,12,3,2,5,0,0,40,0,1
49,0,10,0,3,2,0,1,80,0,0
38,0,10,2,2,1,0,1,40,0,1
35,0,15,0,5,2,0,1,80,0,0
36,0,8,0,10,2,0,1,40,0,1
30,0,13,0,4,2,0,1,50,0,1
36,0,12,1,0,3,0,0,60,0,1
22,4,13,2,5,1,0,0,20,0,1
38,0,9,0,1,2,0,1,40,0,0
37,0,9,0,1,2,0,1,50,0,0
48,5,16,0,5,0,0,0,46,0,0
17,0,7,2,8,1,0,1,15,0,1
19,1,10,2,1,1,0,1,20,0,1
27,0,13,2,3,3,4,0,40,0,1
22,0,13,2,3,1,1,1,50,27,1
49,0,9,0,1,2,0,1,40,0,1
43,5,11,0,5,0,0,0,40,0,0
43,0,13,3,5,5,0,0,40,0,1
19,4,9,1,4,3,0,0,35,0,1
58,1,9,0,9,2,0,1,60,0,1
41,4,10,0,12,2,0,1,40,0,0
31,0,10,0,8,2,0,1,40,0,1
30,0,11,0,10,2,0,1,40,0,1
32,0,9,0,12,2,0,1,40,0,1
29,0,13,2,4,3,0,1,35,0,1
42,0,10,0,4,2,0,1,52,0,0
38,0,9,1,1,1,0,1,28,0,1
41,3,12,0,5,2,0,1,40,0,0
44,1,13,2,3,3,0,1,50,0,0
31,0,16,5,5,3,1,1,60,11,1
34,0,9,1,1,3,0,1,40,0,1
21,0,10,2,8,1,0,1,40,0,1
22,1,13,2,5,1,1,1,20,7,1
62,0,6,0,7,2,0,1,40,0,1
29,2,9,0,3,0,0,0,25,0,0
43,0,10,1,5,5,0,0,40,0,1
45,2,13,0,7,2,0,1,60,0,0
39,2,5,0,4,2,0,1,40,20,1
41,0,13,0,4,2,4,1,50,0,1
34,1,12,0,5,0,0,0,25,0,0
34,4,9,1,8,5,0,0,33,0,1
31,0,13,2,5,3,0,1,47,0,1
29,0,9,2,6,1,0,1,25,0,1
41,0,13,0,1,2,0,1,40,0,0
41,0,11,0,10,2,0,1,55,0,1
35,2,14,0,3,2,0,1,45,20,0
33,0,13,0,3,0,0,0,45,0,0
37,5,13,2,8,3,0,1,38,0,1
69,0,9,0,3,0,0,0,40,0,1
34,0,9,1,6,1,0,0,40,0,1
36,0,10,0,1,2,0,1,40,0,1
41,0,9,0,10,2,0,1,50,0,1
58,4,13,0,5,0,0,0,40,0,0
53,0,13,0,5,2,1,1,40,8,1
29,0,10,0,0,2,0,1,40,0,1
45,3,9,1,0,3,0,0,40,0,1
34,5,10,0,4,2,0,1,38,0,1
36,0,13,0,0,2,0,1,40,0,1
48,0,10,1,2,5,4,0,35,0,1
20,0,11,2,8,1,0,0,40,0,1
35,0,9,0,10,2,0,1,50,0,0
63,3,9,4,6,3,4,1,40,0,1
41,1,10,1,2,5,0,1,45,0,1
28,0,13,0,5,2,0,1,45,0,1
30,0,10,2,7,3,4,0,40,0,1
31,0,9,2,2,5,0,0,40,20,1
37,0,11,2,8,1,0,0,38,0,1
31,0,10,0,4,2,0,1,50,18,0
46,1,14,0,4,2,0,1,45,0,0
35,3,9,0,8,2,4,1,60,0,0
27,0,9,0,1,2,0,1,53,0,1
41,0,2,0,1,2,0,1,35,20,1
19,0,10,2,2,1,0,0,20,0,1
20,0,10,2,3,3,0,1,45,0,1
59,3,9,4,3,5,0,0,40,5,1
40,0,13,2,2,3,0,1,37,0,1
56,1,10,0,3,2,0,1,60,0,1
33,0,14,0,5,2,0,1,44,0,0
30,2,10,2,4,3,0,0,60,0,1
46,0,9,0,7,2,0,1,50,0,1
61,2,9,0,4,2,0,1,35,0,0
50,2,9,0,4,2,0,1,40,0,0
25,0,9,2,2,1,0,1,30,0,1
40,0,10,1,8,5,0,0,39,0,1
51,0,9,0,1,2,0,1,54,0,1
43,5,9,0,12,2,0,1,40,0,1
34,0,10,0,9,2,0,1,54,20,1
46,0,9,0,4,2,0,1,45,0,0
28,5,14,0,5,0,0,0,50,0,0
20,0,9,2,6,1,0,1,28,0,1
44,0,11,0,1,2,0,1,40,0,1
51,0,9,4,10,5,0,1,40,0,1
33,0,13,0,3,2,0,1,60,0,0
54,0,12,0,0,2,0,1,40,0,0
50,0,13,0,5,0,0,0,40,0,0
33,0,9,1,8,3,4,0,40,0,1
65,0,13,0,8,2,0,1,20,0,0
88,1,15,0,5,2,0,1,40,0,1
40,0,9,1,10,3,0,1,40,0,1
51,0,9,1,8,3,0,0,43,0,1
50,0,7,1,2,3,4,0,40,0,1
25,0,14,0,9,3,0,1,99,0,0
20,0,11,2,2,3,0,1,30,0,1
47,0,9,0,2,2,0,1,40,0,1
22,0,11,2,8,1,0,0,30,0,1
50,5,9,0,5,2,0,1,48,0,0
47,0,9,2,8,5,0,0,40,0,1
24,4,7,2,2,3,1,1,45,0,1
40,0,13,1,4,3,0,0,45,0,0
36,0,13,0,5,2,0,1,40,0,1
32,0,9,0,8,2,0,1,40,0,1
44,0,9,0,1,2,0,1,40,0,1
59,3,10,2,4,1,4,0,40,0,1
65,0,9,0,1,2,0,1,30,0,1
24,5,13,2,8,3,0,0,65,0,1
27,4,13,2,5,1,0,1,35,0,1
51,0,11,1,2,3,0,1,40,0,1
48,0,10,0,1,2,0,1,40,0,0
39,0,9,0,10,2,0,1,60,0,1
28,0,13,0,0,2,0,1,40,0,1
19,0,10,2,2,1,0,0,25,0,1
49,4,13,1,5,3,4,0,40,0,1
51,4,12,0,5,2,0,1,60,0,1
59,0,14,0,5,2,0,1,55,0,1
18,0,9,2,7,1,0,0,40,24,1
45,3,9,0,8,2,4,1,80,0,0
30,4,13,0,5,2,0,1,50,0,0
37,0,13,1,1,3,0,1,35,0,1
44,0,13,2,2,3,0,1,40,0,0
33,0,10,0,1,2,4,1,40,0,1
61,2,14,0,3,2,0,1,40,0,0
61,4,9,0,12,2,0,1,40,0,1
38,0,13,0,3,2,0,1,42,0,0
36,0,9,0,7,2,0,1,45,0,1
44,2,10,0,3,2,0,1,60,0,0
37,0,10,3,8,1,0,1,62,0,1
31,0,10,1,1,5,0,0,20,0,1
54,0,16,0,5,2,0,1,45,0,0
20,0,10,2,2,1,0,1,16,0,1
48,1,10,0,1,2,2,1,40,0,0
31,0,13,1,4,3,0,1,45,0,1
38,0,15,0,5,2,0,1,40,0,0
45,1,9,0,1,2,0,1,40,0,0
48,0,9,0,1,2,0,1,40,0,1
53,0,10,0,1,2,0,1,40,0,1
55,0,9,4,8,1,0,0,40,0,1
29,0,9,2,8,3,0,0,40,0,1
36,0,13,0,5,2,0,1,60,0,0
42,1,10,0,9,2,0,1,60,0,1
50,0,9,1,8,5,0,0,40,2,1
75,1,15,0,5,2,0,1,35,0,1
46,0,13,0,5,2,0,1,40,0,0
52,3,9,1,8,5,0,0,40,0,1
27,0,13,2,8,3,0,0,40,0,1
43,0,9,0,1,2,0,1,45,0,1
31,0,7,3,2,3,4,0,42,0,1
23,0,10,2,3,3,0,0,30,0,1
34,0,9,2,3,3,0,0,24,0,1
41,1,9,0,3,4,0,0,40,12,1
31,0,9,2,2,1,0,0,30,0,1
42,0,10,2,8,1,0,0,40,0,1
35,0,14,2,5,3,0,1,45,0,0
55,0,9,3,8,3,0,0,25,0,1
36,5,9,4,4,3,0,0,40,0,1
65,1,9,0,4,2,0,1,59,0,0
38,4,10,2,2,3,0,1,12,0,1
62,0,10,4,2,3,0,0,20,0,1
54,2,15,0,5,2,0,1,60,0,0
49,0,9,1,8,3,0,1,40,0,1
34,0,9,0,8,0,0,0,40,0,1
32,0,9,2,6,1,0,0,40,0,1
51,2,14,0,4,2,0,1,50,0,0
48,1,10,0,4,2,0,1,60,0,1
52,3,9,1,8,3,0,0,43,0,1
28,1,10,2,10,3,0,1,40,0,1
29,0,9,0,1,2,1,1,40,0,1
38,0,13,2,8,3,0,0,50,0,1
57,0,9,0,3,2,0,1,50,0,0
43,3,13,0,5,2,0,1,40,0,0
37,5,10,3,8,3,0,1,40,0,1
30,0,9,0,1,2,0,1,40,0,1
53,0,9,0,10,2,0,1,48,0,0
73,0,9,4,2,3,0,0,37,0,1
22,2,10,2,1,1,0,1,35,0,1
31,0,9,2,3,3,0,0,45,0,1
38,0,13,0,5,2,0,1,40,0,0
50,1,10,0,1,2,0,1,35,0,1
37,0,10,0,8,2,0,1,37,0,1
44,4,13,1,12,3,0,1,40,0,1
47,0,13,2,4,5,4,0,45,0,1
27,0,10,0,2,2,0,1,40,0,1
28,0,12,2,2,3,0,0,80,0,1
25,0,9,2,0,3,4,0,40,0,1
20,0,10,2,2,5,0,0,40,0,1
51,4,13,0,8,2,0,1,40,0,0
46,0,13,0,3,2,0,1,40,0,0
67,0,13,0,12,2,0,1,7,0,0
47,0,9,0,10,2,0,1,35,0,1
42,0,9,0,3,2,0,1,40,0,1
52,0,9,2,3,3,0,1,50,0,1
42,3,12,1,5,5,1,0,40,15,0
21,0,10,2,9,1,4,1,10,0,1
50,0,9,0,8,0,0,0,40,0,0
46,0,10,0,10,2,0,1,40,0,1
47,1,13,0,3,2,0,1,50,0,0
57,0,6,0,2,2,0,1,40,0,1
37,0,13,2,4,3,0,1,45,0,1
50,0,9,0,1,2,0,1,40,0,1
63,1,2,4,2,5,0,0,30,36,1
39,0,9,0,10,2,0,1,65,0,1
46,0,14,0,5,2,4,1,35,0,1
36,0,9,0,6,2,0,1,40,0,1
26,0,3,0,1,2,0,1,50,0,1
21,0,10,2,2,3,0,1,57,0,1
41,0,12,0,0,2,0,1,40,0,1
44,4,10,2,2,1,4,1,40,0,1
22,0,9,0,1,2,0,1,40,0,1
29,3,10,2,13,3,4,1,60,0,1
29,0,9,2,2,5,4,0,40,8,1
58,2,10,0,10,0,0,0,40,0,0
36,1,15,0,5,2,0,1,50,0,1
30,0,11,0,4,2,0,1,48,0,1
37,0,13,0,7,2,0,1,43,0,0
29,0,11,2,7,3,0,1,40,0,1
26,0,3,2,8,1,0,0,40,20,1
43,0,9,0,3,2,0,1,45,0,1
49,0,9,0,1,0,0,0,40,0,0
45,3,13,0,4,2,0,1,40,0,1
28,0,13,2,5,3,0,0,40,0,1
51,0,9,1,8,5,0,0,40,0,1
32,0,10,0,6,2,0,1,50,4,0
24,0,9,2,7,1,0,0,40,0,1
35,0,16,0,5,2,0,1,40,0,0
41,5,13,0,5,2,0,1,40,0,0
48,0,13,0,1,2,0,1,45,0,0
61,4,9,4,8,5,0,0,35,0,1
20,0,10,2,8,1,0,1,30,0,1
27,0,9,2,3,3,0,1,50,0,0
55,0,10,0,10,2,0,1,24,0,0
39,0,9,0,8,2,0,1,40,0,0
52,0,9,4,2,5,1,0,40,7,0
24,0,9,2,3,1,4,0,20,0,1
29,0,7,2,2,5,4,0,40,0,1
25,0,9,2,7,4,0,1,40,0,1
20,0,10,2,7,3,0,0,40,0,1
23,0,9,2,7,3,4,1,35,0,1
57,0,15,0,5,2,0,1,60,0,1
51,0,11,0,5,2,0,1,40,0,0
33,0,10,2,5,3,0,0,16,0,1
39,0,13,2,5,3,0,1,40,0,1
40,0,9,0,4,2,0,1,40,0,0
71,0,13,1,0,1,0,0,16,0,1
38,5,10,0,4,2,0,1,40,0,1
28,5,15,2,5,5,0,1,40,0,1
57,0,14,5,5,3,0,0,40,0,1
47,0,10,1,8,3,0,1,40,0,1
59,5,9,2,8,1,0,1,40,0,1
26,0,9,2,3,3,3,1,40,0,1
35,0,13,2,8,1,0,0,40,0,1
61,2,13,0,4,2,0,1,50,5,0
34,0,10,2,5,3,0,1,50,0,0
32,2,13,0,1,2,0,1,50,0,0
42,0,9,3,3,1,0,0,40,0,1
39,0,10,0,1,2,0,1,40,0,1
58,0,3,1,7,3,4,1,40,0,1
61,1,9,0,9,2,0,1,60,0,0
40,0,6,2,1,4,4,1,55,0,1
31,0,13,2,0,3,0,1,37,0,1
36,0,9,2,3,3,0,1,50,0,1
23,0,10,2,7,1,0,1,40,0,1
33,0,9,2,1,3,0,1,41,0,1
52,0,9,0,1,2,0,1,40,0,0
22,0,9,2,2,3,0,0,24,0,1
51,0,10,1,3,5,0,0,40,16,1
31,3,11,2,4,3,0,0,40,0,1
49,2,9,1,4,5,0,0,40,0,1
49,0,9,0,7,0,4,0,40,0,1
53,3,10,4,8,3,4,0,40,0,1
52,0,9,0,4,2,1,1,40,8,0
20,0,6,2,6,1,0,1,40,0,1
26,0,12,2,2,1,4,1,40,0,1
43,0,14,2,2,3,0,0,30,17,1
46,2,13,0,3,2,0,1,52,0,1
43,4,11,2,8,3,0,0,35,0,1
41,0,9,1,3,5,4,0,40,0,1
44,1,9,0,10,2,0,1,55,0,1
54,0,9,0,9,2,0,1,40,0,1
65,0,14,0,3,2,0,1,40,0,0
